ID_Caso,ID_Crímen,Descripción
4120,4120A,**Causas **criminales que cursaron en los juzgados de varias poblaciones de Antioquia.
4121,4121A,"Sumario instruido a Juan de Arraiga, por **heridas **causadas a Andrés de Sosa."
4122,4122A,"Causa seguida a Juan Martínez de Leturía, por **pendenciero, pleitista** y escandalos."
4122,4122B,"Causa seguida a Juan Martínez de Leturía, por pendenciero, pleitista y **escandalos**."
4123,4123A,"Proceso de Cristóbal Ruíz de Aldana, quien **dio muerte** a Francisco Ordoñez.Representacón de Juana García y Fabiana Ordoñez, viuda e hija, respectivamente, del occiso."
4124,4124A,"Juicio seguido a Antonio Rivera, por **irrespetos **al presbítero Manuel de Rojas, en la misma iglesia y en señalada solemnidad religiosa."
4125,4125A,"Juicio seguido por Juan Jerónimo de Enciso, Gobernador de Antioquia, a Gabriel de Rivero, por **inobediencia **en unas indagatorias secretas, y querella de éste contra aquel, por haberle embargado sus bienes y reducídolo a prisión."
4125,4125B,"Juicio seguido por Juan Jerónimo de Enciso, Gobernador de Antioquia, a Gabriel de Rivero, por inobediencia en unas indagatorias secretas, y querella de éste contra aquel, por haberle embargado sus bienes y **reducídolo a prisión.**"
4125,4125C,"Juicio seguido por Juan Jerónimo de Enciso, Gobernador de Antioquia, a Gabriel de Rivero, por inobediencia en unas indagatorias secretas, y querella de éste contra aquel, por haberle embargado sus bienes y **reducídolo a prisión.**"
4125,4125D,"Juicio seguido por Juan Jerónimo de Enciso, Gobernador de Antioquia, a Gabriel de Rivero, por inobediencia en unas indagatorias secretas, y querella de éste contra aquel, por haberle **embargado sus bienes** y reducídolo a prisión."
4126,4126A,"Demanda del convento de dominicanos contra Juan Angulo, por una lámpara de plata que le dio a componer y de la cual** desfalcó cantidad de metal.**"
4127,4127A,"Juicio seguido a Gaspar de Arellano y Juan Bautista Beltranilla, por complicidad en la **fuga del reo **Juan Fernández de Tobar."
4127,4127B,"Juicio seguido a Gaspar de Arellano y Juan Bautista Beltranilla, por **complicidad en la fuga** del reo Juan Fernández de Tobar."
4127,4127C,"Juicio seguido a Gaspar de Arellano y Juan Bautista Beltranilla, por complicidad en la fuga del **reo **Juan Fernández de Tobar."
4128,4128A,"Autos dictados por Diego Tabares, Gobernador de Cartagena, sobre la demanda de los vecinos de San Nicolás de la Paz, contra Pedro Benítez, por **inquieto **y mal vecino, demanda en que pidieron la expulsión de éste."
4128,4128B,"Autos dictados por Diego Tabares, Gobernador de Cartagena, sobre la demanda de los vecinos de San Nicolás de la Paz, contra Pedro Benítez, por inquieto y **mal vecino**, demanda en que pidieron la expulsión de éste."
4129,4129A,"Juicio seguido a Juan García de Orelaz, por **suplantación **de Luis Javier Betancourt, en el ejercicio de la escribanía pública, y otros cargos que éste le hizo."
4129,4129B,"Juicio seguido a Juan García de Orelaz, por **suplantación **de Luis Javier Betancourt, **en el ejercicio de la escribanía pública**, y otros cargos que éste le hizo."
4129,4129C,"Juicio seguido a Juan García de Orelaz, por suplantación de Luis Javier Betancourt, en el ejercicio de la escribanía pública, y** otros cargos **que éste le hizo."
4130,4130A,"Sumario instruido por Cipriano Salcedo de Bustamante, alcalde de Mompós, a Tomás Antonio de Sierra, por el **uxoricidio **de Eduarda Antonia Garzón."
4131,4131A,"Causa seguida a Manuel González, por **crueldades **con los indios, a quienes **acuchilló e hirió.**"
4132,4132A,"Juan Agustín Ortiz, se querella de Juan de la Bandera, alcalde de Mompós, quien **lo redujo a prisión** por haberle retirado los afectos a María Merced Vides, su amante, juntamente con algunos obsequios que le hiciera."
4132,4132B,"Juan Agustín Ortiz, se querella de Juan de la Bandera, alcalde de Mompós, quien lo **redujo a prisión** por haberle retirado los afectos a María Merced Vides, su amante, juntamente con algunos obsequios que le hiciera."
4132,4132C,"Juan Agustín Ortiz, se querella de Juan de la Bandera, alcalde de Mompós, quien lo redujo a prisión por **haberle retirado los afectos a María Merced Vides, su amante, juntamente con algunos obsequios que le hiciera.**"
4133,4133A,"Juicio seguido a Nufio Martín, por **escalamiento **de la casa de Simón Rodríguez, y excesos que en ella cometió."
4133,4133B,"Juicio seguido a Nufio Martín, por escalamiento de la casa de Simón Rodríguez, y **excesos **que en ella cometió."
4134,4134A,"Demanda de Tomás Forero de Cháves contra Carlos de Burgos, Corregidor de Choconta, por **injurias**."
4135,4135A,"Nota sobre haber puesto en libertad a Enrique Rodríguez, a quien se siguió causa por el **extravío de unos documentos** franceses que le dio Luis Rieux."
4135,4135B,"**Nota **sobre haber puesto en libertad a Enrique Rodríguez, a quien se siguió causa por el extravío de unos documentos franceses que le dio Luis Rieux."
4136,4136A,"Nota sobre el careo de Juan Antonjo Pérez y Justo Cabarcas, en relación con una **venta fraudulenta de maíz.**"
4136,4136B,"**Nota **sobre el careo de Juan Antonjo Pérez y Justo Cabarcas, en relación con una venta fraudulenta de maíz."
4137,4137A,"Sumario instruido a José Antonio García y Juan José Vargas, por **robo **de mercancías a Manuel Tirado, vecino de Medellín."
4138,4138A,"Juicio seguido a Raimundo Calle y Ascención Cañola, por **concubinato **que terminó en matrimonio."
4139,4139A,"Sumario instruido por Bartolomé de Alarcón, Teniente de gobernación, a Cristóbal Ortíz, por **desdentar **a Jorge de Tobar Valderrama y otros hechos punibles."
4139,4139B,"Sumario instruido por Bartolomé de Alarcón, Teniente de gobernación, a Cristóbal Ortíz, por desdentar a Jorge de Tobar Valderrama y **otros hechos punibles.**"
4140,4140A,"Juicio seguido a Joaquín Sánz Vicuña, marido de Florencia Penilla, por **concubinato **con Feliciana Useche."
4140,4140B,"Sumario instruido por Manuel Antonio de la Abadía, alcalde de Cartago, a Feliciana Usechi y Joaquín Sánz de Vicuña,** marido de** Florencia González de la Penilla."
4140,4140C,"Sumario instruido por Manuel Antonio de la Abadía, alcalde de Cartago, a Feliciana Usechi y Joaquín Sánz de Vicuña, marido de Florencia González de la Penilla."
4141,4141A,"El alcalde de Mompós informa al gobernador de Cartagena, sobre la causa seguida a Ignacio Enrique de Castro, por **raterías **y otros delitos."
4141,4141B,"El alcalde de Mompós informa al gobernador de Cartagena, sobre la causa seguida a Ignacio Enrique de Castro, por raterías y **otros delitos.**"
4142,4142A,"**Nota **remisoria de un memorial de los presos de Medellín, solicitando indulto."
4142,4142B,"Nota remisoria de un memorial de los presos de Medellín, **solicitando indulto.**"
4142,4142C,"Nota remisoria de un memorial de los **presos **de Medellín, solicitando indulto."
4143,4143A,"Juicio seguido a Nicolás Holguín, por **abigeato **en el sitio de San Pedro, jurisdicción de la ciudad de Antioquia."
4144,4144A,"Sumario instruido a Rafael Londoño, por **cuatrero**."
4145,4145A,"Sumario instruido a Melchor Guerra, por sus **relaciones sexuales con la esposa** de Bibiano Guerra, su hermano, llamada María Antonia Sánchez, y juicio de disolución matrimonial, que entre dichos esposos tuvo lugar."
4145,4145C,"Sumario instruido a Melchor Guerra, por sus relaciones sexuales con la esposa de Bibiano Guerra, su hermano, llamada María Antonia Sánchez, y juicio de **disolución matrimonial**, que entre dichos esposos tuvo lugar."
4146,4146A,"Causa seguida a Nicolás de Amor, por haber **agredido **con lanza a Casiano Aquendo."
4147,4147A,"Sumario instruido a José María García, por **infanticidio **de su hija."
4148,4148A,"Causa que se le siguió a Juan León del Castillo, tesorero, y Luis de la Rua, receptor de alcabalas, en virtud de delación de Juan Antonio de Villamizar y Fernando Diaz Ortíz: **malos manejos en la extracción, fundición e inversión del oro del real erario, y percepción de derechos de alcabalas y mercancías.**"
4148,4148B,"Causa que se le siguió a Juan León del Castillo, tesorero, y Luis de la Rua, **receptor de alcabalas**, en virtud de delación de Juan Antonio de Villamizar y Fernando Diaz Ortíz: **malos manejos en la extracción, fundición e inversión del oro del real erario, y percepción de derechos de alcabalas y mercancías.**"
4148,4148C,"Causa seguida a Juan León del Castillo, Tesorero de la fundición de oro en Zaragoza, por **alcance de cuentas y relación de las mismas.**"
4148,4148D,"Denuncio que dieron Juan Antonio de Villamizar y Fernando Díaz Ortíz, del **mal manejo de las Reales Cajas** de Zaragoza (Antioquia) a cargo de Juan de León del Castillo, **tesorero **de ellas y relación que éste hizo del movimiento de oro en esas cajas y descargos y justificaciones que presentó en su defensa."
4148,4148E,"**Juicio de residencia **de Luis de Angulo, Contador de las reales cajas de Zaragoza; cargos que le formularon Juan Antonio de Salazar y Fernando Díaz Ortíz, en la acusación de Juan de León del Castillo, tesorero, y descargos del acusado."
4148,4148F,"Causa seguida por Jerónimo Holguín, Juez en comisión, Juan de León del Castillo, Tesorero de las Reales cajas de Zaragoza, por desfalcos en ellas, según denuncio y acusación."
4148,4148G,"Juicio de residencia del Capitán Luis de Angulo, como lugarteniente del Gobernador Gaspar de Rodas, por los cargos de omisión de sus deberes y extralimitación de sus funciones."
4148,4148H,"Cargos formulados de Jerónimo Holguín, Juez de Comisión, a Francisco Corral de Esquivel, en las causa seguida a Juan León del Castillo, por desfalcos en el oro de la real hacienda, y descargos del acusado."
4149,4149A,"Juicio seguido a Benito Patricio Barnés, por** irrespetuosas palabras** que dijo al señor Gregorio de Molleda, obispo de Cartagena, en declacración que éste le pidió sobre un patronato de legos fundados por Pedro Bolívar y controversia que éste juicio suscitó sobre las declaraciones de laicos en los tribunales eclesiásticos."
4149,4149B,"Juicio seguido a Benito Patricio Barnés, por irrespetuosas palabras que dijo al señor Gregorio de Molleda, obispo de Cartagena, en declacración que éste le pidió **sobre un patronato de legos** fundados por Pedro Bolívar y controversia que éste juicio suscitó sobre las declaraciones de laicos en los tribunales eclesiásticos."
4150,4150A,"Querella de Pedro José Muñoz contra el alcalde de Rionegro (Antioquia) quien lo **redujo a dura prisión,** por no haberse presentado a contestar unas demandas por suma de pesos."
4150,4150B,"**Querella **de Pedro José Muñoz **contra el alcalde** de Rionegro (Antioquia)** quien lo redujo a dura prisión**, por no haberse presentado a contestar unas demandas por suma de pesos."
4150,4150C,"Querella de Pedro José Muñoz contra el alcalde de Rionegro (Antioquia) quien lo redujo a dura prisión, por no haberse presentado a contestar unas **demandas por suma de pesos.**"
4151,4151A,"Juicio seguido por José Ignacio Cuesta, alcalde de San Jerónimo, jurisdicción de la ciudad de Antioquia, a José Manuel de Puerta e Ignacio Vergara, **por haber convertido en bureo la alcaldía**, al tratar el primero de los enjuiciados un asunto de tierras, de la mortuoria de Félix Montopya, con Isidro Pineda."
4151,4151B,"Juicio seguido por José Ignacio Cuesta, alcalde de San Jerónimo, jurisdicción de la ciudad de Antioquia, a José Manuel de Puerta e Ignacio Vergara, por haber convertido en bureo la alcaldía, al tratar el primero de los enjuiciados un asunto de tierras, de la **mortuoria **de Félix Montopya, con Isidro Pineda."
4152,4152A,"Juicio seguido a José Brioso y José Sinforoso Gómez, por contravención a un bando sobre **trucos**, desacatando a la autoridad y la ley."
4152,4152B,"Juicio seguido a José Brioso y José Sinforoso Gómez, por contravención a un bando sobre trucos, **desacatando a la autoridad y la ley.**"
4153,4153A,"Sumario instruido a Melchor de los Reyes, por **desacatos **al párroco de Palenque y otros desafueros que cometió."
4153,4153B,"Sumario instruido a Melchor de los Reyes, por desacatos al párroco de Palenque y otros **desafueros **que cometió."
4154,4154A,"Demanda de María Cecilia Diaz, **por la devolución de** Francisco Estebán, **su hijo**, contra Catarina Hernández de Diaz, su madre, quien **la despojo de él.**"
4155,4155A,"Causa seguida a Simona Salazar, por **adulterio **con Francisco Londoño y representación de Francisco Jiménez de Aranda, su marido, sobre depósito de ella."
4156,4156A,"Sumario instruido a Antonio de Rivera, José Escalante y Francisco Antonio Estévanez, por **agresión a mano armada** contra Simón de Moya."
4157,4157A,"Causa seguida a Lorenzo de Ospina, por el **uxoricidio **de Luara Zeballos."
4158,4158A,"Juicio seguido a Rozo Rengifo, por **robo **de caudales a Juan Albanés."
4159,4159A,"Juicio seguido al presbítero Manuel Londoño, por **desobedecimiento **de un bando sobre el precio del maíz."
4160,4160A,"Sumario instruido a Jose Cruz Mieles, por **robo**, forzamiento de una casada, seducción de una soltera y por fuga de cárcel."
4160,4160B,"Sumario instruido a Jose Cruz Mieles, por robo, **forzamiento **de una casada, seducción de una soltera y por fuga de cárcel."
4160,4160C,"Sumario instruido a Jose Cruz Mieles, por robo, forzamiento de una casada, **seducción **de una soltera y por fuga de cárcel."
4160,4160D,"Sumario instruido a Jose Cruz Mieles, por robo, forzamiento de una casada, seducción de una soltera y por **fuga **de cárcel."
4161,4161A,"Sumario instruido por Andrés Pardo, alcalde de Ciudad de Antioquia, a Miguel Agudelo, por **heridas **causadas a José Cano."
4162,4162A,"Juicio seguido a Florencio Lora, por **paliza **que dio al soldado Jerónimo Granel."
4163,4163A,"Sumario instruido a Esteban Muñoz y José Antonio Salazar, por **robos**."
4164,4164A,"Causa seguida a Valerio Zabala, por **sustracción de hierro** **y unas fraguas** a Tiburcio del Pino, y por estafa a José Fernando de Uruburu."
4164,4164B,"Causa seguida a Valerio Zabala, por sustracción de hierro y unas fraguas a Tiburcio del Pino, y por **estafa **a José Fernando de Uruburu."
4165,4165A,"Miguel Rodríguez, Alcalde de Miraflóres, se querella de Antonio Alonso, Alcalde de Zetaquira, quien **invadiéndole su jurisdicción, lo trató de reducir a prisión y puso en libertad al preso** José Manuel Mesa."
4165,4165B,"Miguel Rodríguez, Alcalde de Miraflóres, se querella de Antonio Alonso, Alcalde de Zetaquira, quien invadiéndole su jurisdicción, lo trató de reducir a prisión y puso en libertad al **preso **José Manuel Mesa."
